InvoiceNo,ExtractedText
574,"['7 _— ¢ . — Cc —"" 2', 'X, 4 SIGNAT RPOeTT On (5 Sta ae Mf']"
575,"['| | Under Rule 46 Referred to in Sec 31 of GST Act 2017 uplicate for Transporter', 'Name of the Supplier | Invoice No 18ORDO0IS84 —_ Invoice Date Nov 14, 18', 'apnea ane ee PO No PO/OOI313/18-19 PO Date Sep 05, 18', 'tIndia,Pin : $17520 India,Pin : 517520', 'GSTIN : 37AABCAS265FIZL GSTIN: 37AABCA9265FIZL', "". N J 281.1 .16 SGST@9' 295.30 3871.77""]"
576,"['Po No/Date :-PO/001313/18-19 17 Aug 2018 Grn Status: MOVED GRNNO/Date:GRN/005361/18-19 15/11/2018 PO-CATEGORY : GEN', 'Signature : 16 Nov 2018 16/11/2018 10:33:12 16/11/2018 10:33:11 15/11/2018 16:37:04 15/11/2018 16:36:58']"
577,"['AMAA RATA CEECTRONICS HED PO No PO/000655/18-19 PO Date Jun 14, 18 |']"
578,[]
579,"['Under Rule 46 Referred to in Sec 31 of GST Act 2017 uplicate for Transporter', 'AMARA RAJA ELECTRONICS LTD PO No POM006SS/18-19 PO Date Jun 14, 18', 'India,Pin : $17520 India,Pin : 517520', '| GSTIN : 37TAABCA9265F 1 ZL GSTIN: 37AABCA9265F1ZL', '| DET-24VDC-AREPL-P02008203 1.00 | NOS 38.9] 738.91 738.9) Goto eS 871.91 |', '| DET-24VDC-AREPL-P02008203 1.00 | NOS 38.9] 738.91 738.9) Goto eS 871.91 |']"
580,"['Po No/Date :-PO/000655/18-19 14 Jun 2018 Grn Status: MOVED GRNNO/Date:GRN/005362/18-19 15/11/2018 PO-CATEGORY : GEN', 'Signature : 16 Nov 2018 16/11/2018 10:33:47 16/11/2018 10:33:46 15/11/2018 16:37:23 15/11/2018 16:37:16']"
581,"['| 1 |GRN/00S042/18-19 |Po/oo178s/18-19 | 11/9/2018] _M_[Hamali (ss | 233 | 30,', '| 2 |GRN/005117/18-19 |P0/001668/18-19 |_11/21/2018|_M__[Chittoortransport |__ 7961 [330', '| 2 |GRN/005117/18-19 |P0/001668/18-19 |_11/21/2018|_M__[Chittoortransport |__ 7961 [330', '| 2 |GRN/005117/18-19 |P0/001668/18-19 |_11/21/2018|_M__[Chittoortransport |__ 7961 [330', '| 3 __|GRN/o05171/18-19 |Po/o02017/18-19 | 11/12/2018] _M_|Hamali ——s| S234 | 0', '| 3 __|GRN/o05171/18-19 |Po/o02017/18-19 | 11/12/2018] _M_|Hamali ——s| S234 | 0', '| 3 __|GRN/o05171/18-19 |Po/o02017/18-19 | 11/12/2018] _M_|Hamali ——s| S234 | 0', '| 4 |GRN/005184/18-19 |Po/001724/18-19 | 11/10/2018] _M_ |AUTOcargo | 235 | 250', '| 4 |GRN/005184/18-19 |Po/001724/18-19 | 11/10/2018] _M_ |AUTOcargo | 235 | 250', '| 4 |GRN/005184/18-19 |Po/001724/18-19 | 11/10/2018] _M_ |AUTOcargo | 235 | 250', '| 4 |GRN/005184/18-19 |Po/001724/18-19 | 11/10/2018] _M_ |AUTOcargo | 235 | 250', '| 4 |GRN/005184/18-19 |Po/001724/18-19 | 11/10/2018] _M_ |AUTOcargo | 235 | 250', '8 _|GRN/005191/18-19 |PO/001884/18-19 | 11/10/2018| _M__|sindhucargo | 1871049 | 100', '8 _|GRN/005191/18-19 |PO/001884/18-19 | 11/10/2018| _M__|sindhucargo | 1871049 | 100', '| 6 _|GRN/005195/18-19 |Po/002095/18-19 | 11/10/2018] _M__|sindhucargo | _7747197_ | —_—130', '| 6 _|GRN/005195/18-19 |Po/002095/18-19 | 11/10/2018] _M__|sindhucargo | _7747197_ | —_—130', '| 6 _|GRN/005195/18-19 |Po/002095/18-19 | 11/10/2018] _M__|sindhucargo | _7747197_ | —_—130', '|_7 |GRN/005205/18-19 |PO/001641/18-19 | 11/10/2018] _M_ [Hamali sss | 236 | 30)', '|_7 |GRN/005205/18-19 |PO/001641/18-19 | 11/10/2018] _M_ [Hamali sss | 236 | 30)', '|_7 |GRN/005205/18-19 |PO/001641/18-19 | 11/10/2018] _M_ [Hamali sss | 236 | 30)', '| 8 _|GRN/005209/18-19 |PO/001584/18-19 | 11/10/2018] _M__[SRSlogistic _—|_—- 344/59 | 370', '| 8 _|GRN/005209/18-19 |PO/001584/18-19 | 11/10/2018] _M__[SRSlogistic _—|_—- 344/59 | 370', '| 8 _|GRN/005209/18-19 |PO/001584/18-19 | 11/10/2018] _M__[SRSlogistic _—|_—- 344/59 | 370', '| 8 _|GRN/005209/18-19 |PO/001584/18-19 | 11/10/2018] _M__[SRSlogistic _—|_—- 344/59 | 370', '| 8 _|GRN/005209/18-19 |PO/001584/18-19 | 11/10/2018] _M__[SRSlogistic _—|_—- 344/59 | 370', '| 9 _|GRN/005215/18-19 |PO/001801/18-19 | 11/12/2018] M__|petrolcharge _| 136793924 | 100,', '| 9 _|GRN/005215/18-19 |PO/001801/18-19 | 11/12/2018] M__|petrolcharge _| 136793924 | 100,', '| 9 _|GRN/005215/18-19 |PO/001801/18-19 | 11/12/2018] M__|petrolcharge _| 136793924 | 100,', '| 9 _|GRN/005215/18-19 |PO/001801/18-19 | 11/12/2018] M__|petrolcharge _| 136793924 | 100,', '| 10 _|GRN/005216/18-19 |PO/001885/18-19 | 11/10/2018] _M__|sindhucargo _|_1871831_ | 200/', '| 10 _|GRN/005216/18-19 |PO/001885/18-19 | 11/10/2018] _M__|sindhucargo _|_1871831_ | 200/', '| 10 _|GRN/005216/18-19 |PO/001885/18-19 | 11/10/2018] _M__|sindhucargo _|_1871831_ | 200/', '| 10 _|GRN/005216/18-19 |PO/001885/18-19 | 11/10/2018] _M__|sindhucargo _|_1871831_ | 200/', '| 12_|GRN/005223/18-19 |PO/001885/18-19 | 11/12/2018] _M__|petrolcharge _—|_—7733_— | 100//', '| 12_|GRN/005223/18-19 |PO/001885/18-19 | 11/12/2018] _M__|petrolcharge _—|_—7733_— | 100//', '| 13 |GRN/005224/18-19 |PO/002142/18-19 | 11/12/2018] M_ |SRMT__—_—_—_s|_ 6422457 | 552', '| 13 |GRN/005224/18-19 |PO/002142/18-19 | 11/12/2018] M_ |SRMT__—_—_—_s|_ 6422457 | 552', '| 13 |GRN/005224/18-19 |PO/002142/18-19 | 11/12/2018] M_ |SRMT__—_—_—_s|_ 6422457 | 552', '| 13 |GRN/005224/18-19 |PO/002142/18-19 | 11/12/2018] M_ |SRMT__—_—_—_s|_ 6422457 | 552', '| 15 _|GRN/005242/18-19 |PO/001987/18-19 | 11/12/2018] M_|RAJESHTRAVELS| 43014 | 155', '| 15 _|GRN/005242/18-19 |PO/001987/18-19 | 11/12/2018] M_|RAJESHTRAVELS| 43014 | 155', '| 16 _|GRN/005265/18-19 |PO/002233/18-19 | 11/10/2018] _M__|Hamali/Autocharg| _238_— | (330)', '| 16 _|GRN/005265/18-19 |PO/002233/18-19 | 11/10/2018] _M__|Hamali/Autocharg| _238_— | (330)', '| 16 _|GRN/005265/18-19 |PO/002233/18-19 | 11/10/2018] _M__|Hamali/Autocharg| _238_— | (330)', '| 16 _|GRN/005265/18-19 |PO/002233/18-19 | 11/10/2018] _M__|Hamali/Autocharg| _238_— | (330)', '| 17_|GRN/005267/18-19 |PO/002152/18-19 | 11/12/2018] M__|hamalis/auto —|_—239_ | 240', '| 18 |GRN/005276/18-19 |PO/001622/18-19 |_11/13/2018]_M__|hamalis | 240 || 110//', '| 19 |GRN/005277/18-19 |PO/001747/18-19 | 11/14/2018] M_|SRMT___—_—_—s|_— 6422430 «| 248)/', '| 19 |GRN/005277/18-19 |PO/001747/18-19 | 11/14/2018] M_|SRMT___—_—_—s|_— 6422430 «| 248)/', '| 19 |GRN/005277/18-19 |PO/001747/18-19 | 11/14/2018] M_|SRMT___—_—_—s|_— 6422430 «| 248)/', '| 19 |GRN/005277/18-19 |PO/001747/18-19 | 11/14/2018] M_|SRMT___—_—_—s|_— 6422430 «| 248)/', '| 20 _|GRN/005297/18-19 |PO/001718/18-19 | 11/14/2018] M_ |hamalis | 241 || GO.', '| 20 _|GRN/005297/18-19 |PO/001718/18-19 | 11/14/2018] M_ |hamalis | 241 || GO.', '| 20 _|GRN/005297/18-19 |PO/001718/18-19 | 11/14/2018] M_ |hamalis | 241 || GO.', '| 21 _|GRN/005298/18-19 |PO/002152/18-19 | 11/17/2018] M_|hamalis ss | 252, || 100', '| 22_|GRN/005299/18-19 |PO/001961/18-19 | 11/13/2018] _M__|Hamali/Autocharg| 242, |_—280', '| 23 |GRN/005300/18-19 |PO/002139/18-19 | 11/14/2018] M_|hamalis | 243, | SO', '| 23 |GRN/005300/18-19 |PO/002139/18-19 | 11/14/2018] M_|hamalis | 243, | SO', '| 23 |GRN/005300/18-19 |PO/002139/18-19 | 11/14/2018] M_|hamalis | 243, | SO', '| 23 |GRN/005300/18-19 |PO/002139/18-19 | 11/14/2018] M_|hamalis | 243, | SO', '| 24 |GRN/005301/18-19 |PO/001647/18-19 | 11/12/2018] __M__|hamalis | 244 || 320)', '| 24 |GRN/005301/18-19 |PO/001647/18-19 | 11/12/2018] __M__|hamalis | 244 || 320)', '| 24 |GRN/005301/18-19 |PO/001647/18-19 | 11/12/2018] __M__|hamalis | 244 || 320)', '[25 _|GRN/005303/18-19 |P0/001706/18-19 | 11/13/2018] _M _|vrllogis | 1020516764 | __430', '[25 _|GRN/005303/18-19 |P0/001706/18-19 | 11/13/2018] _M _|vrllogis | 1020516764 | __430', '[25 _|GRN/005303/18-19 |P0/001706/18-19 | 11/13/2018] _M _|vrllogis | 1020516764 | __430', '[25 _|GRN/005303/18-19 |P0/001706/18-19 | 11/13/2018] _M _|vrllogis | 1020516764 | __430', '| 26 _|GRN/005308/18-19 |PO/001885/18-19 | 11/14/2018] _M__|petrolcharge | 245 || (100', '| 26 _|GRN/005308/18-19 |PO/001885/18-19 | 11/14/2018] _M__|petrolcharge | 245 || (100', '| 26 _|GRN/005308/18-19 |PO/001885/18-19 | 11/14/2018] _M__|petrolcharge | 245 || (100', '| 27_|GRN/005344/18-19 |Po/o01816/18-19 | 11/16/2018] M_ |SRMT ss] 422456 | 3:12', '| 27_|GRN/005344/18-19 |Po/o01816/18-19 | 11/16/2018] M_ |SRMT ss] 422456 | 3:12', '| 27_|GRN/005344/18-19 |Po/o01816/18-19 | 11/16/2018] M_ |SRMT ss] 422456 | 3:12', '| 28 _|GRN/005345/18-19 |PO/001744/18-19 | 11/17/2018] M__|Hamali_ ss | 8478 | 440', '| 28 _|GRN/005345/18-19 |PO/001744/18-19 | 11/17/2018] M__|Hamali_ ss | 8478 | 440', '| 28 _|GRN/005345/18-19 |PO/001744/18-19 | 11/17/2018] M__|Hamali_ ss | 8478 | 440', '| 29 |GRN/005346/18-19 _|PO/001731/18-19 | 11/16/2018] M_|hamalis | 2614 | 470)', '| 29 |GRN/005346/18-19 _|PO/001731/18-19 | 11/16/2018] M_|hamalis | 2614 | 470)', '| 29 |GRN/005346/18-19 _|PO/001731/18-19 | 11/16/2018] M_|hamalis | 2614 | 470)', '[32_|GRN/005396/18-19 |Po/o01710/18-19 |_11/16/2018| _M _|vrllogis | 2973000250] 550', '[32_|GRN/005396/18-19 |Po/o01710/18-19 |_11/16/2018| _M _|vrllogis | 2973000250] 550', '| 33_|GRN/005426/18-19 |P0/002044/18-19 | 11/17/2018] M_|BATCO _—_—si|_— 2036595 «| 30//', '| 33_|GRN/005426/18-19 |P0/002044/18-19 | 11/17/2018] M_|BATCO _—_—si|_— 2036595 «| 30//', '| 33_|GRN/005426/18-19 |P0/002044/18-19 | 11/17/2018] M_|BATCO _—_—si|_— 2036595 «| 30//', '| 34 _|GRN/005445/18-19 |P0/002062/18-19 | 11/21/2018] M_|RAJESHTRAVELS| 7135 | 10.', '| 34 _|GRN/005445/18-19 |P0/002062/18-19 | 11/21/2018] M_|RAJESHTRAVELS| 7135 | 10.', '| 34 _|GRN/005445/18-19 |P0/002062/18-19 | 11/21/2018] M_|RAJESHTRAVELS| 7135 | 10.', '| 34 _|GRN/005445/18-19 |P0/002062/18-19 | 11/21/2018] M_|RAJESHTRAVELS| 7135 | 10.', '| 34 _|GRN/005445/18-19 |P0/002062/18-19 | 11/21/2018] M_|RAJESHTRAVELS| 7135 | 10.', '| 35_|GRN/005447/18-19 |PO/001941/18-19 | 11/17/2018] _M_|DTDC si s‘tozagse26 | 520', '[36_|GRN/005459/18-19 |PO/002025/18-19 | 11/21/2018 _M_|RAJESHTRAVELS| 43575 | 320', '[36_|GRN/005459/18-19 |PO/002025/18-19 | 11/21/2018 _M_|RAJESHTRAVELS| 43575 | 320', '[36_|GRN/005459/18-19 |PO/002025/18-19 | 11/21/2018 _M_|RAJESHTRAVELS| 43575 | 320', ""[37 |GRN/005460/18-19 |Po/o02136/18-19 | 11/21/2018] _M |SRMT ___—'| _eazza77_| 216"", ""[37 |GRN/005460/18-19 |Po/o02136/18-19 | 11/21/2018] _M |SRMT ___—'| _eazza77_| 216"", ""[37 |GRN/005460/18-19 |Po/o02136/18-19 | 11/21/2018] _M |SRMT ___—'| _eazza77_| 216"", ""[37 |GRN/005460/18-19 |Po/o02136/18-19 | 11/21/2018] _M |SRMT ___—'| _eazza77_| 216"", '| 38 _[GRN/005466/18-19 |Po/002004/18-19 [11/20/2018 M_|hamalis | 245 | 58', '| 38 _[GRN/005466/18-19 |Po/002004/18-19 [11/20/2018 M_|hamalis | 245 | 58']"
582,[]
583,"['(CIN 1460231 AP1944PL.C000223) STATI No642245 7', '\\S TO-PAY FREIGHT 22.00', '» ¥ Signature of the Party Sig of the Clerk/Agent. . 2']"
584,"['! h, Bangalore Ph : 080 22959200', '! h, Bangalore Ph : 080 22959200']"
585,[]
586,"['baarals A . Cc R P 2) Helpline : +91 7353 11 7777', '\\""\\ GC No : §3-MSR-TPT-TP-18-43014', 'ight Rate 90.00 oo pickup 0.00', '+ Discount 0.00 Door Delivery Charges 0.00', 'Walue Surcharge 0.00 A With Pass Charges 20.00', '‘andling Charges 0.00 GST 0.00', '| g 4 7 -- +++» Showroom Lane, TIRUPATI-517504. 9100113979 547504 » Ph.No: 9652123632', 'al 73 : | _». “¢ >|} | 8 Eee']"
587,[]
588,[]
589,[]
590,[]
591,[]
592,[]
593,[]
594,[]
595,[]
596,[]
597,"['Customer Care : HUBBALLI © 9836-2307800 e-mail : customercare@vrilogistics.com Website: www.vrilogistics.com |HBV-460', 'D.Vales Rs. 29972 Inv.No. 139 {TOPAY - GP', 'Self Ne : 139 / 40 Toll_CHR 20 £ te 5', 'Self Ne : 139 / 40 Toll_CHR 20 £ te 5', 'w| / ETD :30-10 17:59 oe Total 394.00 +26 FA AAS', '“| FROM :MUMBAI GOREGAON - 093209-17479 TO :TIRUPATI(AP) - 093476-84491 - SAC: 9965 t 2, O 7', '“| FROM :MUMBAI GOREGAON - 093209-17479 TO :TIRUPATI(AP) - 093476-84491 - SAC: 9965 t 2, O 7', '“| FROM :MUMBAI GOREGAON - 093209-17479 TO :TIRUPATI(AP) - 093476-84491 - SAC: 9965 t 2, O 7', '“| FROM :MUMBAI GOREGAON - 093209-17479 TO :TIRUPATI(AP) - 093476-84491 - SAC: 9965 t 2, O 7']"
598,[]
599,[]
600,"[""' 809A, Broadway Cente. 2ND Floor, DR.Ambedker Road, Dadar (E), MUMBAT - 400014 Date - 30/10/2048"", 'Tel No’ 43540000, Fe. | 43549077, Email: info@savani.in, WebSite: www.savanrindia,com as ae a ae', 'RPNG.: 02224193500 GST No :2 FN \\GS9AIZ io. $2017 GST is payanige Sea eee |', 'RPNG.: 02224193500 GST No :2 FN \\GS9AIZ io. $2017 GST is payanige Sea eee |', 'Sonsignee’s Name & Address: AMARA RAJA POWER SYSTEMS LTD LTD ya \\aUGS T-No“S7TAABCAS 2557 TAL Mo, 7-82.25 Mada Sireet. TIRUPATI 517501, Tol No', 'Sonsignee’s Name & Address: AMARA RAJA POWER SYSTEMS LTD LTD ya \\aUGS T-No“S7TAABCAS 2557 TAL Mo, 7-82.25 Mada Sireet. TIRUPATI 517501, Tol No', 'Sonsignee’s Name & Address: AMARA RAJA POWER SYSTEMS LTD LTD ya \\aUGS T-No“S7TAABCAS 2557 TAL Mo, 7-82.25 Mada Sireet. TIRUPATI 517501, Tol No', '(ARAKAMBAD!, RENIGUNTA-CUDDAPAH ROAD, THRU! ""ATH 517520 > Oy SON ees J . 0 - 2770381', 'Policy No. Ee ag de. tee ae | 3, rete 1 Sd rraeme |', ""SCHECULE OF NEMUARAGE | Demurrage tuirgradie after tT diny- 4 ' H' ; CFT \\ VV fl"", 'lroen the dale of arrival @B Rs: VS? day cee OY an charged weight 4 Dimension 9 0 é e']"
601,"['ay ; 809A Broadway Centre. 2ND Floor OR Ambedkar Road. Dadar (E). MUMBA! - 400014 Date: 27/10/2018 ‘ |', 'Tel No: 4354000() Fax 43540077 Email info@savani in. WebSite www savani-india com ei eee ——_———', 'Sas pepe elas sp ig er aon Andhen, Est, MUMBA 400078, Tel No - 022 -', 'Tei No.: 0 GST No :27AADCR428101Z0 No.5/2837.GST is pet ee', 'Tei No.: 0 GST No :27AADCR428101Z0 No.5/2837.GST is pet ee', '[No ofarts __Deserition (sdyre(artaim >> *|~—~85 se 1', 'Packing Type CARTON BOX 4 Rs. Four Lakhs Fifty Five Thousand Eight sic TOT', 'from the date of arnval @ Rs 16/- day per Ol! on charged weigh: \\< / A \\ OO a Others 10']"
602,"['i = ul | Ph 29813118, 23813119 — Dt : ”']"
603,"['Ph. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.']"
604,"['3 , Shop No. 1, Achyut Mazon, Beside S.R. Nagar, |']"
605,"['NO 2018989878 = XT 09-11-2018 CRNO 2973000250', 'rom CNIMR Noa 5 BDate 02-11-2018', '0.00 GST 0.00', 'Shes : 9965 e arb 4m 50D', 'Shes : 9965 e arb 4m 50D', 'Shes : 9965 e arb 4m 50D']"
606,"['CS py — 7 Ie : 5 | — -  - | be ""im i', 'yar Anche et wee | at my: Ru a 2 mre ue. f', ': ar 9 “ all a ‘ cr 4']"
607,"['ey. SAOIS 37 ibrahim Merchant Road, Khadak, Mumbai - 400009. CRE te. LatNev-20168']"
608,"['From: Bangalore-Mysore Road (taht ote Ais ee 4 Date: 10/11/2048', 'Sender Name and Tel, no.: MARUDHAR ELECTRICALS,91-8041143638 { G| ur GC No : 53-MSR-TPT-P-18-7135', '(Quantity : Freight Rate 45.00 Door pickup 0.00', 'ee ot packing Camn Sox ie: GC Discount 0.00 Door Delivery Charges 0.00', 'otal Kg/CDM 10m “00 WB/Value Surcharge 0.00 With Pass Charges 20.00', 'otal Kg/CDM 10m “00 WB/Value Surcharge 0.00 With Pass Charges 20.00', 'otal Kg/CDM 10m “00 WB/Value Surcharge 0.00 With Pass Charges 20.00', '@ Of the Goods o.00 Loading Charges 40.00 Docket charges 25.00', 'ihe <selein om Unhandling Charges 0.00 GST 0.00', 'ihe <selein om Unhandling Charges 0.00 GST 0.00']"
609,"['~ i . : 5 “are ot <r om,', 'a : a » a r ‘oe: 24 9 ; .', '> = , (4 ""| For more info.log on to', 'mm, Track Consignments - Send “TRACK CONSIG ENT No~ to 972300 92300 | E-mail: customersupcortiaditdc.com | RECIPIENT COPY | July 2017 Reiease 4 a']"
610,[]
611,"['Sender Name and Tel. no.: kalpa electrikal private limited,91-8023303103 GC No : 53-MSR-TPT-TP-14 8-43575', 'Sender Name and Tel. no.: kalpa electrikal private limited,91-8023303103 GC No : 53-MSR-TPT-TP-14 8-43575', 'Sender Name and Tel. no.: kalpa electrikal private limited,91-8023303103 GC No : 53-MSR-TPT-TP-14 8-43575', 'GST No: 29AEKPR9645,\\1Z3 PAN No: AEKPR96454', ""otal Ko/CDM ‘'40,00/ 0.00 | GC Discount 00 Door Delivery Charges 0.00"", 'alue Of the Goods 10,020.00 W8/Value Surcharge 0.00 | With Pass Charges 20.00', 'voice Number { 402 9 Loading Charges 20.00 Docket charges 25.00', 'voice Number { 402 9 Loading Charges 20.00 Docket charges 25.00', 'Chamarajpet, Bangalore - 560 083. 560018, Ph.No: 7353117777 Showroom |edne, TIRUPATI-51 7501. 9100113979 5175014 ; Ph.No:']"
612,['~ ®upbeadrec leven-onty73 ——__—_____ 4 ler ~']
613,[]
614,[]
615,['<|2 38 te |']
616,[]
617,"['FAX : 080-26703308 ""mail : mails@srsiriiveis.net', 'Packages : 2 (2 CARTOON) Total. 2 ‘', '8. As per Notification No. 13/2017 - Central Tax Dt. 28th June, 2017. Liability of GST cn this con ignment has to ne paid by Consignor/Consignee.']"
618,"['1, FROM mor [) | 4,70: Self Cottect', ""| GHIPPER'S REFERTHCE NO. (25 characters): 18260101127 } 5, MOT: 6. SPECIAL HANDLING:"", ""| GHIPPER'S REFERTHCE NO. (25 characters): 18260101127 } 5, MOT: 6. SPECIAL HANDLING:"", '| INVOICE NO.: 182401051220 EWBN | 46105 440345 ar PRAGILE [1] HEAVY (>0 KG) [] DG. [7', '| INVOICE NO.: 182401051220 EWBN | 46105 440345 ar PRAGILE [1] HEAVY (>0 KG) [] DG. [7', '| INVOICE NO.: 182401051220 EWBN | 46105 440345 ar PRAGILE [1] HEAVY (>0 KG) [] DG. [7', '| TOTAL INVONCTE VALUE: 209965.92 haste tet: 1497) O126 708 O fs O', '| TOTAL INVONCTE VALUE: 209965.92 haste tet: 1497) O126 708 O fs O', 'eee > INSURANCE: 3, PAY MeNT:', '——_> ST 7 CHEQUE ON DELIVERY [7]', 'OONTACT NUMBER: 9) (24 4823 2h. CIN: VEIN 201 PCR, “AN: AAPCSY TSE SHIPPER COPY']"
619,['5 || Other Charges : (4 | 5 5 * | ) _']
620,"['GRN/005800/18-19 | CTRTRANSPORT| 5338 |  — | 5338 “| ~ 8729', 'GRN/oosea7/1e19 | VRL___| 1260 | | 12607 | 2a91009941', 'GRN/oosea7/1e19 | VRL___| 1260 | | 12607 | 2a91009941', '3 Gan/oos7e2/i8-19 | _VRL___| 680 | 880.7} 2307009148', '3 Gan/oos7e2/i8-19 | _VRL___| 680 | 880.7} 2307009148', '4| GRN/00S841/18-19 | CTRTRANSPORT | 819 =| ~ ~=——sd|sSsattg9. | ~—sé8689', '4| GRN/00S841/18-19 | CTRTRANSPORT | 819 =| ~ ~=——sd|sSsattg9. | ~—sé8689', '5 _ | GRN/005831/18-19 NAVATA | 970 =| ~=~—s(|_~—s970 |_~—s«56884', '6 | GRw/oose32/i8-19 | VRL_— | 580 | SSS 580] 2891009340', '6 | GRw/oose32/i8-19 | VRL_— | 580 | SSS 580] 2891009340', '6 | GRw/oose32/i8-19 | VRL_— | 580 | SSS 580] 2891009340']"
621,"['Ph. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.', 'Consigner Name &Address_ 0MA24 KA TAEe - —?7™', 'GSTIN: 3 DAGE<A 270US 1 244', 'GSTIN: 3 DAGE<A 270US 1 244']"
622,"['Ph. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.', 'Invoice No. : © 7 29 Branch Name: 477-2_ Date. 8//2-Irs', 'Invoice No. : © 7 29 Branch Name: 477-2_ Date. 8//2-Irs']"
623,[]
624,[]
625,[]
626,"['NO 1015339855 CRDT 10-12-2018 CRNO 2391009340', 'NO 1015339855 CRDT 10-12-2018 CRNO 2391009340', 'rom BDR Noa 7 BDate 03-12-2018', '0.00 GST 0.00']"
627,[]
628,"['| 9HIYANDI~""MH GSTIN :27AABCV3609C1ZN', '_ ERNO 1022023346 CROT 07-12-2018 CRNO 2391009148', '_ ERNO 1022023346 CROT 07-12-2018 CRNO 2391009148', 'From MMBBW Noa 2 BDate 29-11-2018', '0.00 GST 0.00']"
629,[]
630,"['RNO 1045937459 = CROT 10-12-2018 CRNO 2391009341', 'From SBCHD Noa 10 BDate 04-12-2018', '0.00 GST 0.00 ©']"
631,[]
632,"['[al Grnvoosesarie-i9 | _vkt__—‘|__ari_| ~*~ > 207000200 |', '[2| erw/oosee7/ie-19 | __vaL__| 2221 | | 222 ~| 2301000147', '3[_ GRN/005760/18-19 | CTR TRANSPORT 1300 2', '3[_ GRN/005760/18-19 | CTR TRANSPORT 1300 2']"
633,['Chennai 600 061. Ph :044-26224 156 5; py Pee hala | 4PM :']
634,"[': 5 S 3 33355 25 5 3 828s', 'WHEY a pie? 33 ge 2 22 2 Pas']"
635,[]
636,[]
637,"['“ dX KESHNENI . Surevey No. 329, Bachupally Road, Nizampet, Hyderabad - 500 090. Customgy Care : 040 - 4475 7799 / 9676767676. ™~', '“ dX KESHNENI . Surevey No. 329, Bachupally Road, Nizampet, Hyderabad - 500 090. Customgy Care : 040 - 4475 7799 / 9676767676. ™~', '“ dX KESHNENI . Surevey No. 329, Bachupally Road, Nizampet, Hyderabad - 500 090. Customgy Care : 040 - 4475 7799 / 9676767676. ™~', '= + State : HO- ize ff _p State Code : cre-cra oe sNZPT 18120015 State Code : 3', '3 |GSTIN: seageeie22 Qc yeosa777ee =| GSTIN: Fos wali Sit ES', '""7 Seto Ee f pe 7', '""7 Seto Ee f pe 7']"
