docNo,items
10,"['India --- GPE', 'Pvt --- NORP', '129 --- CARDINAL', '64 --- CARDINAL', '3rd --- ORDINAL', 'Chetty Street --- FAC', 'Chennai --- GPE', 'AMARA RAJA BATTERIES LTD --- PERSON', 'MJ --- PERSON', '17 --- CARDINAL', 'GN CONABML\n --- ORG', 'Rs --- ORG', 'dtrabaed oo WANG\n --- PERSON', 'ceed --- ORG', 'AO.0.B2200 --- PRODUCT', 'NAO0.200007 --- PERSON', 'sscciccsssisissssssccssscsssnscesssscosssscnoncnsnensosesecessvassvevesoneesoscesesaseccsees\n --- PERSON', 'os ereauennaapevernavveavacvercrrepecsscausurcaymian atts --- ORG', 'DELANO ISTiaasthen --- PERSON', 'scxensnacceaavesreees\n --- ORG', 'Fumigation Technologies (India --- ORG', 'Pvt --- NORP', 'AB\n --- ORG', 'loo/ Accountant --- PERSON']"
11,"['ofp\n4 e& --- ORG', 'NX --- ORG', 'Popol --- ORG', '33% --- PERCENT', 'SS --- ORG', 'mays\n --- PERSON', 'Fos Ria --- PERSON', 'yee\n --- ORG', 'ot ao --- ORG', '2s --- CARDINAL', '¢ --- CARDINAL', 'Ss\n --- ORG', '2 --- CARDINAL', 'PRs\n --- ORG', '= --- ORG', '2 --- CARDINAL', 'eS\n --- ORG', '2% --- PERCENT', 'gee lage --- PERSON', 'SS\n --- ORG', '2 --- CARDINAL', 'Rg NU\n --- ORG', 'aefilal --- PERSON', '&\n --- ORG', '250 --- CARDINAL', 'Q S --- ORG', '3 --- CARDINAL', '335 --- CARDINAL', 'Hirt --- PERSON', 'OGL --- ORG', 'oO Pls &\n --- ORG', '8 --- CARDINAL', '1 --- CARDINAL', 'ilee --- ORG', '82 --- CARDINAL', 'ies $ --- ORG', '8 --- MONEY', '8 --- CARDINAL']"
12,"['Sik 5\n2S | --- LAW', 'Lidge SX --- ORG', '9 --- CARDINAL', '8 --- CARDINAL', 'Bs\n --- ORG', 'IH --- ORG', '2 --- CARDINAL', '5 --- CARDINAL', '4 --- CARDINAL', 'zeSs \\\n --- ORG', 'e352 --- PERSON', 'wf 2 --- ORG', 'S\n --- ORG', 's2 eS S\nS --- PRODUCT', '8 5 --- DATE', 'ss NK\n --- ORG', '2 --- CARDINAL', 'xs\n --- ORG', 'a3 --- ORG', '8a h Sy\n --- PERSON', '8 --- CARDINAL', 'Saye --- PERSON', '2s --- PRODUCT', '2 --- CARDINAL', 'e ®\n --- ORG', 'Ele | y : --- ORG', '5 --- CARDINAL', 'uw Se &\n --- ORG', 'belgie\n --- ORG', '6 --- CARDINAL', 'PSes&\n --- ORG', 'Oo aoe --- PERSON', '5 --- CARDINAL', '& S --- ORG', 'SS --- ORG', 'Oo ge --- PERSON', '5 --- CARDINAL', '52 --- CARDINAL', '5 --- CARDINAL', 'D xe --- PERSON', 'Boxa --- PERSON', 'te S --- ORG', '3 --- CARDINAL', '5 --- CARDINAL', '5 --- CARDINAL', '2 --- CARDINAL', '8 --- CARDINAL', 'ier 2 S --- ORG', '6 --- MONEY']"
13,"['h Wi AMARA RAJA BATTERIES --- PERSON', 'Karakambadi Tirupathi --- PERSON', 'Andhra --- GPE', 'INDIA\n --- ORG', 'Zontrols --- PERSON', 'TIN No:37630118190\n --- ORG', 'Andhra --- GPE', 'Pradesh --- GPE', 'INDIA --- GPE', '517520 --- CARDINAL', 'P.O .No: NWBTE/170217(AFMKT)#3 --- PO', '17.02.2017 --- CARDINAL', '0877 --- CARDINAL', 'Consignee\n --- ORG', 'PTE LTD --- ORG', 'Ubi Industrial --- ORG', 'Park\n --- ORG', '#03 --- MONEY', 'Ubi Industrial --- GPE', 'Singapore --- GPE', 'Country of Final Destination\n --- ORG', 'Terms of Delivery & --- ORG', 'CFR Singapore\n --- ORG', 'CFR --- ORG', 'BNP PARIBAS --- ORG', 'Tren\n --- ORG', '101,Ground --- CARDINAL', '8 --- CARDINAL', '2 --- CARDINAL', 'Banjara Hills --- GPE', 'Hyderabad --- GPE', '540 --- MONEY', 'INDIA --- GPE', 'Pkgs\n --- ORG', 'Amara Raja Batteries Ltd. --- ORG', '10 --- CARDINAL', 'Wooden Pallets Stuffed --- WORK_OF_ART', '1x20 --- CARDINAL', 'India --- GPE', '12VMF(WET)LeadAcidAmaron- --- CARDINAL', '1000 --- CARDINAL', '00683 --- CARDINAL', '576 --- CARDINAL', '102069 --- CARDINAL', 'FR-Si SD --- ORG', '38,747.52 --- CARDINAL', 'FIFTY-TWO CENTS --- MONEY', '1600800837 --- CARDINAL', 'DT --- ORG', 'Invoice shows the --- INVOICE']"
14,"['4 --- CARDINAL', 'PVT LTD. --- ORG', '001.Ph:044-25242393 --- PHONE', 'Fax:044-43517120\n --- ORG', '1500 --- CARDINAL', 'uo\nPARTY:- M/ --- ORG', 'Amararaja Batteries Ltd. --- ORG', 'Renigunta Cuddapah Road --- FAC', 'INVOICE NO}005/24.04.17 f --- INVOICE', '1700200009/06.04.17 --- CARDINAL', '|MRKU7204519,MRKU7574874\n --- ORG', '5258043/06.04.17 --- CARDINAL', '1,840.00 --- CARDINAL', '100.00 --- CARDINAL', 'orgin --- NORP', 'Rs.150x1 --- PERSON', '150.00 --- CARDINAL', 'Renigunta --- GPE', 'Chennai --- GPE', '35,140.00 --- CARDINAL', 'Consignee)\n --- ORG', '300.00 --- CARDINAL', 'Customs Inspection/Examination Charges --- ORG', '1200.00 --- CARDINAL', 'Rs.1000x02 --- CARDINAL', '2000.00 --- CARDINAL', 'Total 37,230.00 --- TOTALAMOUNT', '14.00% --- PERCENT', '490.00 --- CARDINAL', '9 % --- PERCENT', 'Bharat Cess --- GPE', '0.5% --- PERCENT', '3 --- CARDINAL', 'Krishi Kalyan Cess --- ORG', '0.5% --- PERCENT', 'Shreenidhi Shipping --- ORG', 'snnepne - por --- PERSON', 'QoS --- ORG', 'a4/4 --- PRODUCT']"
15,"['1200 --- CARDINAL', 'OBD.No:8011914952\n --- ORG', 'AMARA RAJA BATTERIES LTD --- PERSON', 'EXACT MARKETING SERVICES LTD --- ORG', 'PO Box --- PRODUCT', '520 --- CARDINAL', 'Mombasa\n --- ORG', 'Kenya\n --- ORG', '|REMARKS\n- 07 --- PERSON', 'EKN-AB --- ORG', '| 48 | 48 | --- LAW', '28506 --- CARDINAL', '28553 --- CARDINAL', '1249 --- CARDINAL', 'QTYPERCASE --- ORG', '48 --- CARDINAL', '32 32 --- DATE', '10974 --- CARDINAL', 'FF --- ORG', '1020X890X1210 --- CARDINAL', '|1504kgs |\n --- ORG', '+25kgs |\n& NO OF CASES --- ORG', 'QTYPERCASE --- ORG', '32 --- CARDINAL', 'CT\n --- ORG', '3 --- CARDINAL', '3 --- CARDINAL', '35 --- CARDINAL', '5 --- CARDINAL', '0x)° --- MONEY', '7 days --- DATE']"
16,"['3 --- CARDINAL', 'Pi AMARA RAJA BATTERIES --- PERSON', '4 --- CARDINAL', 'Exporter --- ORG', '1700200009 --- CARDINAL', '7200004302 --- CARDINAL', '0877 --- CARDINAL', 'Comsignee\n --- PERSON', 'Kenya --- GPE', 'Kenya\n --- ORG', 'Le\n --- ORG', 'CIF Mombasa\n --- ORG', '100% --- PERCENT', 'Trendse\nTowers --- ORG', '8 --- CARDINAL', 'Road No.2 --- GPE', 'Banjar\nSea --- FAC', 'INDIA --- GPE', 'AccountNo.0937810572300136,SWIFT\n --- PERSON', 'B NPAINBBHYD --- ORG', 'BNPA0009378,AD --- ORG', '18000009 --- CARDINAL', 'India --- GPE', 'Amaron HiLife SLI --- PRODUCT', 'BVKS --- ORG', '00691 --- CARDINAL', '7 --- CARDINAL', '7,960.32 --- CARDINAL', 'BVKS --- ORG', '83.43 --- DATE', '4,004.64 --- CARDINAL', '3,841.20 --- CARDINAL', 'EKN --- ORG', '33.40 --- DATE', 'EKN --- ORG', '200 --- CARDINAL', 'EKN --- ORG', '90 $1.76 --- MONEY', '4,658.40 --- DATE', 'EKN --- ORG', '180 --- CARDINAL', '9,316.80 --- CARDINAL', 'EKN --- ORG', '360 --- CARDINAL', 'EKN --- ORG', '96 --- CARDINAL', '4,353.60\nEKN- --- ORG', '36 51.47 --- PERCENT', 'EKN --- ORG', '36 51.47 --- PERCENT', 'EKN --- ORG', '48 --- CARDINAL', 'EKN --- ORG', '3,236.48 --- MONEY', 'T1CNo --- PRODUCT', '1600800861 --- CARDINAL', 'Dt 01.03.2017 --- ORG', 'Invoice shows the --- INVOICE', 'CRAIA\n --- ORG', '2 --- CARDINAL']"
17,"['Lae --- ORG', '07/04/2017 --- INVOICEDATE', '2/266 --- CARDINAL', 'TAL.PONNERI.DIST --- GPE', '06/04/2017 --- INVOICEDATE', '31/01/2016 --- INVOICEDATE', '07/04/2017 --- INVOICEDATE', 'Customs\nPort --- ORG', 'KEMBA -\nCountry --- ORG', 'KE -\nPort Of Lag- --- ORG', 'Oriqin --- GPE', 'ANDHRA PRADESH\n --- ORG', 'OORT STIR Son3\n --- PRODUCT', 'eae --- PRODUCT', '0 --- MONEY', '84404 - B0100°° 3 --- QUANTITY', 'TIRUPATI --- ORG', 'A P MOMBASA --- ORG', 'Ko\n- 517520 --- PERSON', 'KENYA --- GPE', '0988006723 --- CARDINAL', '7X --- CARDINAL', 'TAL --- ORG', 'Pkgs --- ORG', '20 --- CARDINAL', 'De\n --- ORG', 'Mombasa --- NORP', '0 --- CARDINAL', 'F --- PRODUCT', 'Grose --- PRODUCT', '37236-.000 --- CARDINAL', '2% --- PERCENT', '2125331 --- CARDINAL', '.30/03/2017 --- INVOICEDATE', 'Cargo 26 s --- PRODUCT', 'INDI --- ORG', 'INR --- ORG', 'F DBK+STR --- PERSON', 'ZNR --- ORG', '#° --- MONEY', 'EQ --- ORG', 'F\nTot DBK{INR --- PRODUCT', 'F STR(INR --- PERSON', 'F State --- ORG', 'Levy0.00\n --- ORG', '6450011 --- CARDINAL', 'DBK Bank --- ORG', '# 2 --- MONEY', 'PFMS --- ORG', 'this Shipping Bill --- LAW', 'fy *\n --- ORG', 'T.F.8 --- GPE', 'Coda --- ORG', '62 --- MONEY', '1/1 --- CARDINAL', '6003867.04 --- CARDINAL', '5906104.54 --- CARDINAL', 'INR ay --- ORG', '1700200009 --- CARDINAL', 'Inv DE --- ORG', '06/04/2017 --- INVOICEDATE', 'aoe\nExchange --- ORG', '71.60 --- CARDINAL', '64.500 --- CARDINAL', '65.00 --- CARDINAL', 'usD 1420.00 --- CARDINAL', '0.00 --- CARDINAL', 'ey --- ORG', '0.00 --- CARDINAL', '5 --- CARDINAL', '0.00 --- CARDINAL', '0.00 --- CARDINAL', 'AP --- ORG', 'nnn --- ORG', 'EEN EES\n --- ORG', '1 --- CARDINAL', '8B --- DATE', '4 --- CARDINAL']"
18,"['Indian --- NORP', 'KATTUPALLI --- ORG', 'TAL --- ORG', 'PONNERI --- ORG', 'DIST.TIRUVELLOREGO1120 4 --- PERCENT', '5258043 --- CARDINAL', '06/06/2017 --- INVOICEDATE', '31/01/2016 --- INVOICEDATE', 'AAJCS7750FCHO01 SRS SHIPPING PRIVATE LIMITED --- ORG', '07/04/2017 --- INVOICEDATE', 'customs\nPort --- ORG', 'KEMBA --- ORG', 'ANDHRA --- GPE', 'Consignee\n --- PERSON', 'AMARA RAJA BATTERIES LTD EXACT MARKETING SERVICES LTD --- PERSON', 'Invoice No & Date --- INVOICE', '06/04/2017 --- INVOICEDATE', 'Exch --- ORG', '1.00 --- CARDINAL', 'FOB(INR) Scheme --- ORG', 'PMV({INR) --- ORG', '¢ --- CARDINAL', 'VMF --- PERSON', 'NOS --- ORG', '3922.12 --- CARDINAL', '3922.12 --- CARDINAL', 'Yee --- PERSON', '5 --- CARDINAL', 'AMARON --- ORG', '48 --- DATE', '63 --- CARDINAL', '5919.36 --- CARDINAL', '3044 - 2908 --- DATE', '243605.02 03 --- PERCENT', '85071000 --- CARDINAL', 'AMARON --- ORG', 'EKN-HL-0O0O055SB24L e\n --- ORG', '1695945.04 03 --- CARDINAL', '2369.73 --- CARDINAL', 'Yee\n --- PERSON', '65071000 --- MONEY', 'AMARON --- ORG', 'EKN --- ORG', '1937.64 --- CARDINAL', '1937.64 --- CARDINAL', 'Yee é\n --- PERSON', 'Pade @of --- PERSON', '4 --- CARDINAL']"
19,"['KATTUPALLI --- ORG', 'TAL --- ORG', '5258043 --- CARDINAL', '06/04/2017 --- INVOICEDATE', '31/01/2018 --- INVOICEDATE', '7 --- CARDINAL', 'AAJCS7750FCHO01 SRS SHIPPING PRIVATE --- PERSON', '07/04/2017 --- INVOICEDATE', 'Customs\n --- ORG', 'KEMBA -\nCountry --- ORG', 'ANDHRA --- GPE', 'Consignee\n --- PERSON', 'AMARA RAJA BATTERIES LTD EXACT MARKETING SERVICES LTD --- PERSON', 'Invoice No & Date --- INVOICE', '06/04/2017 --- INVOICEDATE', 'Exch --- ORG', '1.00 --- CARDINAL', '647500 --- CARDINAL', '=\n --- ORG', '12 --- CARDINAL', 'AMARON --- ORG', 'NOS --- ORG', '3672.37 3672.37 --- CARDINAL', 'Yee --- PERSON', '3 --- CARDINAL', 'EKN --- ORG', 'NOS --- ORG', 'BSLS --- ORG', '46.91 03 --- CARDINAL', '3672.37 --- CARDINAL', 'AMARON --- ORG', 'EKN --- ORG', '360.000NO0S 45 --- DATE', '1686 --- CARDINAL', 'o3 --- PRODUCT', '3217.58 --- CARDINAL', '$8 Yee --- MONEY', '9 85071000 --- TIME', 'AMARON --- ORG', 'EKN --- ORG', 'NOS --- ORG', '03 --- CARDINAL', '3217.58° --- QUANTITY', '217.58 --- CARDINAL', '10 --- CARDINAL', 'VMF --- PERSON', 'SL’I BATTERIES --- QUANTITY', 'EKN --- ORG', 'NOS --- ORG', '117606.73 --- CARDINAL', '3651.80 --- CARDINAL', '3 --- CARDINAL', 'gE --- ORG', 'S ‘J J\n --- WORK_OF_ART']"
20,"['Indian --- NORP', 'Customse --- NORP', 'TAL --- ORG', 'PONNERI --- ORG', 'DIST.TIRUVELLORE601120 nD --- PERSON', 'li\n --- ORG', '5256043 --- CARDINAL', '06/04/2017 --- INVOICEDATE', '31/01/2018 --- INVOICEDATE', '07/04/2017 --- INVOICEDATE', 'Customs\nPort --- ORG', 'KEMBA -\nCountry --- ORG', 'KE -\nPort Of Lag-Coge --- ORG', 'Oriqin --- GPE', 'ANDHRA PRADESH\n --- ORG', 'Consignee\n --- PERSON', 'AMARA RAJA BATTERIES LTD EXACT MARKETING SERVICES LTD --- PERSON', 'Invoice No & Date --- INVOICE', '06/04/2017 --- INVOICEDATE', 'Exch --- ORG', '1.00 --- CARDINAL', 'USD - 687500 --- ORG', 'al\n --- ORG', 'iy\n --- ORG', '11 65071000 --- PERCENT', 'AMARON --- ORG', '700950325 --- CARDINAL', 'NOS --- ORG', '3651.80 --- CARDINAL', '3651.60 --- CARDINAL', '12 --- CARDINAL', 'AMARON --- ORG', 'EKN-AB --- ORG', 'NOS --- ORG', '3498.24000 --- PRODUCT', '222036.61 --- CARDINAL', '5170.64 --- CARDINAL', 'PES --- ORG', '12 --- CARDINAL', 'AMARON --- ORG', 'EKN --- ORG', '101.14000perl1 NOS 3235 --- PRODUCT', '5688 --- ORG', '205422 --- CARDINAL', '03 --- CARDINAL', '7175.88 --- CARDINAL', '4 --- CARDINAL', 'ea\n --- ORG']"
21,"['Indian Customs EDI System 11Ce#s --- ORG', 'TAL --- ORG', 'PONNERI --- ORG', 'DIST.TIRUVELLORE601120 007 --- PERSON', 'SB --- ORG', '5256043 --- CARDINAL', '06/04/2017 --- INVOICEDATE', '31/01/2018 --- INVOICEDATE', '07/04/2017 --- INVOICEDATE', 'Customs\nPort --- ORG', 'Laég-Code : --- LAW', 'Oriqin --- GPE', 'PRADESH\n --- ORG', 'IEC EXIM\n --- ORG', 'Qty Unit --- ORG', 'Ind-Imp --- PERSON', '0410162665 --- CARDINAL', 'UruuuuEles 2 MRORANENI 252 --- ORG', '144.000 --- CARDINAL', '505249.26 --- CARDINAL', '2 865.460 KGs Imp --- QUANTITY', '13 --- CARDINAL', '20> --- PERCENT', '3 99.430 --- CARDINAL', '1 1 1 144.000 --- QUANTITY', 'NOS 505249.28 --- ORG', '254.920 --- CARDINAL', 'SQM --- ORG', '1 --- CARDINAL', '1 --- CARDINAL', '2 --- CARDINAL', '2 --- CARDINAL', '46.000 --- CARDINAL', 'NOS --- ORG', '2 456.270 --- CARDINAL', 'NOS --- ORG', '254176.47 --- CARDINAL', '113.900 --- CARDINAL', 'NOS --- ORG', '2 --- CARDINAL', '316.620 --- CARDINAL', 'Kes Imp --- ORG', '3 1 --- CARDINAL', '60.0002 --- CARDINAL', 'NOS 243605.02\n --- ORG', '1 --- CARDINAL', 'KGS Imp\n --- PRODUCT', '2 3 1 60.000 --- QUANTITY', 'NOS 243805.02 --- ORG', '3 128 --- CARDINAL', '570 --- CARDINAL', 'SQM --- ORG', '4 --- CARDINAL', 's00.0D0 NOS --- ORG', '1695945.04 --- CARDINAL', '1 --- CARDINAL', '2 4 1 --- CARDINAL', 'NOS --- ORG', '1695945.04 --- CARDINAL', '2 --- CARDINAL', '-2623.300 KGS --- ORG', '4 --- CARDINAL', '800.000 --- CARDINAL', 'NOS --- ORG', '629.060 --- CARDINAL', '1 5 --- CARDINAL', '200.000 --- CARDINAL', 'NOS --- ORG', '862.390 --- CARDINAL', '1 5 --- CARDINAL', '1° --- QUANTITY', '2 530.620 --- CARDINAL', 'Kes Imp --- ORG', '1 5 --- CARDINAL', '1 200.000 --- CARDINAL', 'NOS --- ORG', '346676.71 --- CARDINAL', '3 165.690 --- CARDINAL', '6 --- CARDINAL', '¢ --- CARDINAL', '<s --- PRODUCT']"
22,"['Indian Customs EDI System (ICES --- ORG', 'TAL --- ORG', 'PONNERI --- ORG', 'TIRUVELLORES --- ORG', '5258043 --- CARDINAL', '06/04/2017 --- INVOICEDATE', '31/01/2016 --- INVOICEDATE', '07/04/2017 --- INVOICEDATE', 'wae --- ORG', 'Cuetome\nPort --- ORG', 'KEMBA --- ORG', 'ANDHRA --- GPE', 'No./Recpt --- PERSON', 'eulud SR --- PERSON', '2 --- CARDINAL', 'NOS --- ORG', '295673.45 ~ --- PRODUCT', 'Le\n --- ORG', '2 --- CARDINAL', '6 2 --- CARDINAL', '90.000 --- CARDINAL', 'NOS --- ORG', 'SEPERATORS --- ORG', '186.260 --- CARDINAL', '1 --- CARDINAL', '3 --- CARDINAL', '2 1073.400 KGS --- QUANTITY', '180.000 --- CARDINAL', '591346.91 --- CARDINAL', '360.000 --- CARDINAL', '1936227.77 --- CARDINAL', '2 --- CARDINAL', 'KGS --- ORG', '2 6 --- CARDINAL', '360.000 --- CARDINAL', '1036227.77 --- CARDINAL', '2 2143 --- CARDINAL', '1 8 1 360.000 ° --- QUANTITY', 'NO8’1036227.77 e\n --- ORG', '3 535 --- CARDINAL', 'Es --- GPE', '1 9 1 96.000 --- DATE', '1 --- CARDINAL', 'NOS --- ORG', '276327.37 --- CARDINAL', '2 --- CARDINAL', '2 9 --- CARDINAL', '96.000 --- CARDINAL', 'NOS --- ORG', '276327.37 --- CARDINAL', '36.000 --- CARDINAL', 'NOS --- ORG', '2 --- CARDINAL', '2 10 4 36 --- DATE', '000 --- CARDINAL', 'NOS --- ORG', '117606.73 --- CARDINAL', '2 --- CARDINAL', 'Kes Imp --- ORG', '10 --- DATE', '1?9436 --- ORG', '.000 --- CARDINAL', 'NOS --- ORG', '117606.73 --- CARDINAL', 'SEPERATORS --- ORG', '3° --- QUANTITY', '63.880 --- CARDINAL', 'cl Se 2 36.000 NOS 117606.73 -\n+ --- PERSON', 'KGS --- ORG', '2 --- CARDINAL', '36.000 --- CARDINAL', 'NOS --- ORG', '191.540 --- CARDINAL', 'Kes --- ORG', 'Pawe --- DATE', '8 --- DATE']"
23,"['Ing@ian --- ORG', 'Cuetoms EDI Syetem --- PERSON', 'KATTUPALLI --- PERSON', 'TAL --- ORG', 'PONNERI --- ORG', '06/04/2017 --- INVOICEDATE', 'BRC --- ORG', '31/01/2018 --- INVOICEDATE', '07/04/2017 --- INVOICEDATE', 'Customs\nPort --- ORG', 'KEMBA -\nCountry --- ORG', 'KE -\n --- ORG', 'Laég-Code : --- LAW', 'ANDHRA PRADESH\n --- ORG', 'No./Recpt --- PERSON', 'FOB --- ORG', 'Qtv --- PERSON', 'Ind-Imp --- ORG', '12 --- CARDINAL', '48.000 --- CARDINAL', 'NOS --- ORG', '450.140 KGS Imp --- QUANTITY', '2 12 --- CARDINAL', '46.000 --- CARDINAL', '222036.61 --- CARDINAL', '4 --- CARDINAL', '1 12 2 --- CARDINAL', '46.000 --- CARDINAL', '222036.61° --- QUANTITY', 'SQM Imps --- ORG', '15 --- CARDINAL', '13 --- CARDINAL', '32.000 --- CARDINAL', '1 449.150 KGS --- QUANTITY', '2 --- CARDINAL', '32.000 --- CARDINAL', 'NOS --- ORG', '205422.43 --- CARDINAL', '2 434.930 KGS --- QUANTITY', 'NOS 505249.28 --- ORG', '_ Kes --- PERSON', 'Neo --- PRODUCT', 'BVKS --- ORG', 'BVKS --- ORG', 'Sealea --- ORG', '06/04/2017 --- INVOICEDATE', 'TPT --- ORG', 'DEPB --- ORG', '9.90000 USD\n --- MONEY', '$15986.5194 --- MONEY', 'DEPB --- ORG', 'USD\n --- ORG', '5c --- CARDINAL', '5c --- CARDINAL', '7 --- CARDINAL', '5c --- CARDINAL', '2 2 --- CARDINAL', '5C --- CARDINAL', '5c --- CARDINAL', '5C --- CARDINAL', '12 --- CARDINAL', '5C --- CARDINAL', '5C --- CARDINAL', ""@eclaration\n' --- ORG""]"
24,"['Indian Customs EDI System ( --- ORG', 'KATTUPALLI --- PERSON', '17 --- CARDINAL', '00 --- CARDINAL', '5B --- CARDINAL', '5258043 --- CARDINAL', '06/04/2017 --- INVOICEDATE', '31/01/2018 --- INVOICEDATE', 'AAJCS7750FCHO01 SRS SHIPPING PRIVATE LIMITED --- ORG', '07/04/2017 --- INVOICEDATE', 'Customs\nPort --- ORG', 'KEMBA -\nCountry --- ORG', 'ANDHRA --- GPE', 'PRADESH\n --- ORG', 'eaamemeaaaiacctaatenentniienitaimniineia ements --- PERSON', '1 4 --- CARDINAL', 'Auveuce Titec --- PERSON', 'fen --- PERSON', '= --- ORG', '7 --- CARDINAL', '10 --- CARDINAL', '12 --- CARDINAL', '12 --- CARDINAL', '23 --- CARDINAL', 'ce\n- - Packing Liet 2\n- - SDF --- ORG', '1A/1B --- CARDINAL', '¥ --- CARDINAL', '2A --- CARDINAL', '2 --- CARDINAL', '2 --- CARDINAL', '5C --- CARDINAL', '2 --- CARDINAL', '1 2 --- CARDINAL', '5C --- CARDINAL', 'mxporter --- PERSON', 'Joseph Rock --- PERSON', '# --- CARDINAL', '07/00/2017 --- INVOICEDATE', 'Ese St --- GPE', 'Siqnature --- GPE', 'Customs eS\n --- ORG', 'Custc\n --- PERSON', '6 --- CARDINAL', '8 --- CARDINAL']"
25,"['4 --- CARDINAL', 'PVT LTD. --- ORG', '001.Ph:044-25242393 --- PHONE', 'Fax:044-43517120 --- ORG', 'S.T.REGN --- ORG', 'NO.AASCS8890BSD001 --- CARDINAL', 'Amararaja Batteries Ltd. --- ORG', 'Cuddapah Road --- FAC', 'INVOICE NO}005/24.04.17\n --- INVOICE', 'tirupati --- ORG', 'F.NO --- ORG', ""cont |02x20' --- ORG"", '1700200009/06.04.17 --- CARDINAL', '|MRKU7204519,MRKU7574874\n --- ORG', '5258043/06.04.17 --- CARDINAL', '20 --- CARDINAL', '¥ --- CARDINAL', 'ParmeMtate Sea | --- FAC', '1,840.00 --- CARDINAL', '100.00 --- CARDINAL', 'Rs.150x1 --- ORG', '150.00 --- CARDINAL', 'Renigunta --- GPE', 'Chennai --- GPE', '35,140.00 --- CARDINAL', 'Consignee --- ORG', '300.00 --- CARDINAL', 'Customs Inspection/Examination Charges --- ORG', '1200.00 --- CARDINAL', 'Rs.1000x02 --- CARDINAL', '2000.00 --- CARDINAL', 'Total 37,230.00 --- TOTALAMOUNT', '3500.00 --- CARDINAL', '14.00% --- PERCENT', '490.00 --- MONEY', '0.5% --- PERCENT', '0.5% --- PERCENT', '18.00 --- CARDINAL', 'Forty One Thousand Two Hundred --- DATE', 'Fifty --- CARDINAL', 'Ss\n --- ORG', 'No.1 --- CARDINAL', 'Angappa --- GPE', 'SS --- ORG', 'Stree Se J\n --- ORG', 'Signatory --- PRODUCT', 'CNN --- ORG']"
26,"['Ph: 22452933 --- PHONE', '7 --- CARDINAL', '32888 --- CARDINAL', 'Sie\n\n- ~ --- PERSON', '5 --- CARDINAL', 'F I2 --- PRODUCT', '3 --- CARDINAL', '8 --- CARDINAL', 'aie & 3\n\nsim|""\n\n --- ORG', '5S --- CARDINAL', '|g.) & 8 Pe\n --- ORG', '18° --- CARDINAL', 'es &\n --- ORG', '5 --- CARDINAL', '5 --- CARDINAL', '8\\s2 --- ORG', '4 --- CARDINAL', '5S --- CARDINAL', 'gail e --- PERSON', '° --- CARDINAL', 'sms| G Sluis --- ORG', '2 38\\ 28 % --- PERCENT', 'tele ii --- PERSON', '3 --- CARDINAL', '# --- CARDINAL', '@ & 23 oe --- ORG', 'E az --- PRODUCT', '8Q --- PRODUCT', 'Gf --- PRODUCT', '4 --- CARDINAL', '84 --- CARDINAL', 'Bee 88 --- EVENT', '8 --- CARDINAL', 'ey\n --- ORG', '38 --- CARDINAL', '|5 Raz --- PERSON', '22 --- CARDINAL', 'ia Ba --- GPE', 'Ba Bs s --- PERSON', '° --- CARDINAL', '8 --- DATE', '3 --- CARDINAL', '2 --- CARDINAL', 'Ras 42|c % --- PERCENT']"
27,"['re io |\n --- PERSON', 'EI --- ORG', '3 --- CARDINAL', 'ZiRE --- ORG', '2/8 --- CARDINAL', '18 --- CARDINAL', 'ne S/.\n= --- ORG', 'ijels 3 --- ORG', '2\\o 8 --- MONEY', 'eS\neRS| --- ORG', '=\n --- ORG', 'ro --- ORG', '3 --- CARDINAL', 'S 3 --- LAW', '3 --- CARDINAL', 'Le /\n --- ORG', '4 --- CARDINAL', '3 --- CARDINAL', '8 --- CARDINAL', '3 --- CARDINAL', 'Plu n. ro --- PERSON', '2 --- CARDINAL', '9 --- CARDINAL', 'eaezie --- ORG', '3 --- CARDINAL', '° --- CARDINAL', 'E fg --- ORG', '63 --- MONEY', 'p z pi £ s goog é HT --- PERSON', '5 --- CARDINAL', '8° % --- PERCENT', '2 --- CARDINAL', 'gis --- ORG', '2/8 --- CARDINAL', 'EERE --- ORG', '23 --- CARDINAL', '8/3 --- CARDINAL', 'ZS --- ORG', 'a8 --- ORG', '4 --- CARDINAL', 'HS --- ORG', '08 --- CARDINAL', 'es 3 --- ORG', '° 23 --- CARDINAL', 'aa\n --- ORG', '3 --- CARDINAL', '53 --- CARDINAL', 'bsdee --- PERSON', 'glelcis a2 BEES = --- PERSON', 'ge --- ORG', '32/3 --- PRODUCT', '| St\nC. ep --- ORG', '2 7 --- CARDINAL']"
28,"['Fumigation Technologies (india --- ORG', 'Pvt- Ltd. --- ORG', '64 --- DATE', '3rd --- ORDINAL', 'AGT --- ORG', 'chennai --- GPE', 'RMARARRIABATTCA® LTD --- ORG', 'emt { --- ORG', 'comer\n --- ORG', 'RS --- ORG', 'DA\n --- ORG', 'eee\n --- ORG', 'Chennai --- GPE', 'gerne\n --- ORG', 'Fumigation Technologies (india --- ORG', 'pvt --- GPE', 'Ltd.\n --- ORG', 'Af\nRS --- ORG']"
